Year,25%_Emissions_GtC,25%_CO2_ppm,25%_Temp_C,25%_Forcing_Wm2,50%_Emissions_GtC,50%_CO2_ppm,50%_Temp_C,50%_Forcing_Wm2,75%_Emissions_GtC,75%_CO2_ppm,75%_Temp_C,75%_Forcing_Wm2,100%_Emissions_GtC,100%_CO2_ppm,100%_Temp_C,100%_Forcing_Wm2
2116,2.675,309.55530813028224,0.9908672137052057,0.5368573837995999,5.35,315.648851300209,1.021197844538587,0.6411480792740502,8.024999999999999,321.7423944701355,1.0510814041977508,0.7434445868417382,10.7,327.83593764006224,1.0805318113938023,0.8438217412663322
2117,2.675,309.1182819676766,0.9852501549731915,0.5292989866213254,5.35,315.2440342742048,1.0161286959192608,0.6342823452140318,8.024999999999999,321.36978658073275,1.0465482538932902,0.7372451942937566,10.7,327.495538887261,1.076523227125877,0.8382638410082154
2118,2.675,308.68999632832305,0.979629124094427,0.5218813827526569,5.35,314.84731358872074,1.011055614635716,0.6275453666632086,8.024999999999999,321.0046308491181,1.0420111184791034,0.7311628120520224,10.7,327.1619481095158,1.072510520458854,0.8328114911890905
2119,2.675,308.2702764017566,0.9740052826331512,0.51460213949244,5.35,314.45852731694634,1.0059796656790088,0.6209348867234992,8.024999999999999,320.6467782321357,1.037470969680514,0.7251953609648636,10.7,326.8350291473255,1.0684945730261863,0.8274627918702201
2120,2.675,307.8589508737214,0.9683797610971432,0.5074588591399002,5.35,314.0775167706074,1.000901885364215,0.614448682179567,8.024999999999999,320.296082667493,1.0329287529078262,0.7193407939744794,10.7,326.514648564379,1.064476242485396,0.8222158733681643
2121,2.675,307.455851856247,0.9627536595301212,0.5004491787537542,5.35,313.7041264351953,0.9958232818880061,0.6080845632167515,8.024999999999999,319.95240101414316,1.0283853877771627,0.7135970958044991,10.7,326.20067559309143,1.060456363000454,0.8170688959224793
2122,2.675,307.0608148191221,0.9571280480961891,0.4935707699022019,5.35,313.3382039064914,0.9907448358783075,0.6018403731323891,8.024999999999999,319.6155929938603,1.0238417686235253,0.7079622826432124,10.7,325.8929820812296,1.0564357457166202,0.8120200493610737
2123,2.675,306.67367852273964,0.9515039676563434,0.48682133840432035,5.35,312.9795998283616,0.9856675009360729,0.5957139880409831,8.024999999999999,319.2855211339831,1.0192987650061238,0.7024344018228486,10.7,325.59144243960503,1.0524151792278071,0.8070675527635401
2124,2.675,306.29428495228484,0.9458824303370504,0.4801986240633583,5.35,312.62816783179437,0.9805922041692015,0.5897033165736745,8.024999999999999,318.96205071130345,1.0147572222060242,0.6970115314952676,10.7,325.2959335908129,1.0483954300365244,0.802209654122748
2125,2.675,305.92247925323915,0.9402644200909159,0.47370040039244155,5.35,312.2837644751585,0.9755198467186371,0.5838062995724124,8.024999999999999,318.64504969707735,1.010217961716162,0.6916917803044185,10.7,325.0063349189967,1.04437724300647,0.797444630004997
2126,2.675,305.5581096681744,0.9346508932494649,0.46732447433317165,5.35,311.9462491856553,0.970451304276688,0.5780209097792612,8.024999999999999,318.3343887031358,1.005681781723778,0.6864732870559104,10.7,324.72252822061677,1.0403613418078295,0.7927707852089874
2127,2.675,305.20102747481087,0.9290427790680587,0.46106868596756356,5.35,311.6154842019422,0.9653874275976068,0.5723451515212216,8.024999999999999,318.02994092907306,1.0011494575853295,0.6813542203840091,10.7,324.44439765620444,1.0363484293553502,0.7881864524238784
2128,2.675,304.85108692531463,0.9234409802629765,0.45493090822380594,5.35,311.29133451790335,0.9603290430004763,0.5667770603909582,8.024999999999999,317.7315821104916,0.9966217422939334,0.6763327784163945,10.7,324.17182970308033,1.0323391882392563,0.783689991886684
2129,2.675,304.50814518680835,0.9178463735406948,0.44890904657626163,5.35,310.9736678275453,0.9552769528644484,0.561314702923811,8.024999999999999,317.43919046828177,0.9920993669394019,0.6714071884369698,10.7,323.9047131090187,1.0283342811490739,0.779279791039254
2130,2.675,304.1720622830722,0.912259810119397,0.4430010387401422,5.35,310.6623544709944,0.950231936116383,0.5559561762714283,8.024999999999999,317.1526466589161,0.9875830411609298,0.666575706547023,10.7,323.6429388468383,1.0243343512904348,0.7749542641850519
2131,2.675,303.84270103741073,0.9066821162427539,0.43720485436126266,5.35,310.3572673815745,0.9451947487109413,0.5506996078723938,8.024999999999999,316.8718337257378,0.9830734535924963,0.6618366173250148,10.7,323.3864000699015,1.0203400227949302,0.7707118521459666
2132,2.675,303.5199270166625,0.9011140936860125,0.4315184947012933,5.35,310.058282033943,0.9401661241031846,0.5455431551201612,8.024999999999999,316.59663705122307,0.9785712723010465,0.6571882334852648,10.7,323.1349920685035,1.016351901123084,0.7665510219193695
2133,2.675,303.20360847632924,0.8955565202544404,0.4259399923188628,5.35,309.7652763932641,0.9351467737137361,0.540485005028616,8.024999999999999,316.3269443101986,0.9740771452175154,0.6526288955358003,10.7,322.8886122271334,1.0123705734605202,0.7624702663356021
2134,2.675,302.89361630680264,0.8900101502741683,0.4204674107469172,5.35,309.47813086539884,0.930137387386563,0.5355233738955938,8.024999999999999,316.06264542399464,0.9695917005607642,0.6481569714356153,10.7,322.6471599825908,1.0083966091073968,0.7584681037161043
2135,2.675,302.5898239806666,0.8844757150754807,0.41509884416666953,5.35,309.19672824809084,0.9251386338394376,0.5306565069646262,8.024999999999999,315.8036325155147,0.9651155472544934,0.6437708562515558,10.7,322.41053678293895,1.0044305598611798,0.7545430775323495
2136,2.675,302.2921075010533,0.8789539234686057,0.4098324170785036,5.35,308.920953683129,0.9201511611071396,0.5258826780852144,8.024999999999999,315.5497998652044,0.9606492753372061,0.6394689718151036,10.7,322.17864604728015,1.000472960392831,0.7506937560657764
2137,2.675,302.00034535103225,0.873445462212056,0.4046662839701535,5.35,308.6506946094664,0.915175596977462,0.5212001893719076,8.024999999999999,315.3010438679003,0.9561934563652873,0.6352497663792263,10.7,321.95139312633455,0.9965243286164882,0.746918732068872
2138,2.675,301.7144184440116,0.8679509964735772,0.39959862898248916,5.35,308.3858407172771,0.9102125494200854,0.516607370862434,8.024999999999999,315.0572629905423,0.9517486438092739,0.6311117142755371,10.7,321.72868526380785,0.992585166052709,0.7432166224275668
2139,2.675,301.4342100751314,0.8624711702837594,0.3946276655732158,5.35,308.12628390293156,0.9052626070083858,0.5121025801751528,8.024999999999999,314.81835773073146,0.9473153734433861,0.6270533155719463,10.7,321.5104315585317,0.9886559581853582,0.7395860678250871
2140,2.675,301.1596058736287,0.8570066069823714,0.3897516361787813,5.35,307.87191822487296,0.900326339334243,0.5076842021660583,8.024999999999999,314.58423057611685,0.9428941637283927,0.6230730957309968,10.7,321.2965429273611,0.9847371748122135,0.7360257324074163
2141,2.675,300.89049375615616,0.8515579096574784,0.38496881187478393,5.35,307.6226398603755,0.8954042974159188,0.5033506485855729,8.024999999999999,314.3547859645945,0.938485516187885,0.6191696052690667,10.7,321.0869320688139,0.9808292703893655,0.7325343034504852
2142,2.675,300.626763881033,0.8461256615774048,0.3802774920351475,5.35,307.378347063168,0.8904970140990732,0.49910035773534633,8.024999999999999,314.1299302453026,0.9340899157780327,0.6153414194166116,10.7,320.8815134274376,0.9769326843694927,0.7291104910292318
2143,2.675,300.36830860341234,0.8407104266156065,0.37567600399034534,5.35,307.1389401219046,0.8856050044509901,0.4949317941252773,8.024999999999999,313.90957164039656,0.9297078312508977,0.6115871377795942,10.7,320.68020315888884,0.973047841534084,0.7257530276886399
2144,2.675,300.1150224313441,0.8353127496685171,0.37116270268489543,5.35,306.90432131946653,0.8807287661480825,0.4908434481309546,8.024999999999999,313.69362020758865,0.9253397155113803,0.6079053840022857,10.7,320.48291909571105,0.9691751523196908,0.7224606681168686
2145,2.675,299.86680198271716,0.8299331570664352,0.36673597033440786,5.35,306.6743948930772,0.8758687798567507,0.48683383565171384,8.024999999999999,313.4819878034369,0.9209860059678736,0.6042948054315525,10.7,320.28958071379685,0.9653150131382824,0.7192321888205895
2146,2.675,299.6235459430628,0.82457215697752,0.36239421608238354,5.35,306.4490669952157,0.8710255096076656,0.48290149776949004,8.024999999999999,313.2745880473681,0.9166471248767041,0.6007540727827974,10.7,320.1001090995209,0.9614678066917857,0.7160663878026173
2147,2.675,299.38515502420154,0.8192302398049637,0.3581358756570019,5.35,306.22824565531135,0.8661994031635509,0.47904500040864384,8.024999999999999,313.0713362864208,0.9123234796804316,0.5972818798076664,10.7,319.9144269175305,0.9576339022808835,0.7129620842419437
2148,2.675,299.1515319237175,0.8139078785774123,0.35395941102811734,5.35,306.01184074220515,0.8613908923805392,0.4752629339969304,8.024999999999999,312.8721495606924,0.9080154633400893,0.5938769429636477,10.7,319.7324583791799,0.9538136561081523,0.7099181181762385
2149,2.675,298.92258128524315,0.8086055293327029,0.34986331006464483,5.35,305.799763927361,0.8566003935631752,0.4715539131277605,8.024999999999999,312.6769465694785,0.9037234546614373,0.5905380010856964,10.7,319.5541292115963,0.9500074115756134,0.7069333501869277
2150,2.675,298.6982096595383,0.8033236314949912,0.3458460861925496,5.35,305.5919286488138,0.8518283078131427,0.4679165762239077,8.024999999999999,312.48564763808895,0.8994478186153093,0.587263815059979,10.7,319.3793666273644,0.9462154995767781,0.7040066610868991
2151,2.675,298.47832546634754,0.7980626082453409,0.34190627805361967,5.35,305.3882500758375,0.8470750213717908,0.46434958520281255,8.024999999999999,312.2981746853272,0.8951889066521279,0.5840531674998453,10.7,319.2080992948171,0.942438238783261,0.7011369516109263
2152,2.675,298.26283895702056,0.7928228668858485,0.3380424491651834,5.35,305.18864507432073,0.8423409059565345,0.4608516251435989,8.024999999999999,312.1144511916206,0.8909470570106671,0.5809048624241273,10.7,319.04025730892073,0.9386759359260408,0.6983231421088599
2153,2.675,298.05166217788013,0.7876047991973761,0.3342531875809646,5.35,304.9930321728343,0.8376263190912067,0.45742140395595177,8.024999999999999,311.9344021677882,0.8867225950211378,0.577817724937869,10.7,318.8757721627423,0.9349288860714425,0.6955641722416637
2154,2.675,297.8447089343225,0.782408781790969,0.3305371055532062,5.35,304.80133152937765,0.8329316044304375,0.4540576520509565,8.024999999999999,311.75795412443244,0.882515833402674,0.5747906009155367,10.7,318.71457671948747,0.93119737289192,0.6928590006803337
2155,2.675,297.6418947556361,0.7772351764530288,0.3268928391962339,5.35,304.6134648987901,0.8282570920781388,0.4507591220140323,8.024999999999999,311.5850350419438,0.8783270725552974,0.5718223566868439,10.7,318.55660518509774,0.9274816689317124,0.6902066048077629
2156,2.675,297.44313686052334,0.7720843304843222,0.32331904815159573,5.35,304.4293556008143,0.8236030989001686,0.44752458828004793,8.024999999999999,311.4155743411049,0.8741566008464353,0.568911878725208,10.7,318.4017930813958,0.9237820358674514,0.6876059804236005
2157,2.675,297.2483541233129,0.7669565770328972,0.31981441525490867,5.35,304.248928488798,0.818969928831254,0.44435284681073267,8.024999999999999,311.2495028542828,0.8700046948920706,0.566058073338956,10.7,318.2500772197679,0.9200987247637943,0.6850561414521388
2158,2.675,297.05746704084663,0.7618522354209835,0.31637764620454606,5.35,304.07210991902207,0.814357873176248,0.4412427147744702,8.024999999999999,311.08675279719716,0.8658716198325983,0.5632598663653124,10.7,318.10139567537254,0.9164319763241559,0.6825561196532716
2159,2.675,296.8703977000297,0.7567716114659543,0.3130074692322869,5.35,303.89882772064163,0.8097672109057982,0.43819303022856865,8.024999999999999,310.92725774125324,0.8617576296034661,0.5605162028672418,10.7,317.9556877618651,0.9127820211366161,0.6801049643365551
2160,2.675,296.68706974602907,0.7517149977954247,0.30970263477603144,5.35,303.7290111662288,0.8051982089465031,0.43520265180408274,8.024999999999999,310.77095258642817,0.8576629672006736,0.5578260468331983,10.7,317.8128940066278,0.909149079915075,0.677701742078418
2161,2.675,296.5074083511085,0.7466826741565628,0.30646191515470805,5.35,303.56259094290425,0.8006511224656321,0.43227045839326855,8.024999999999999,310.6177735346996,0.853587864941206,0.5551883808798318,10.7,317.67295612649525,0.9055333637357283,0.6753455364425138
2162,2.675,296.33134018408634,0.7416749077196899,0.3032841042454481,5.35,303.39949912404614,0.7961261951504872,0.4293953488397407,8.024999999999999,310.4676580640056,0.8495325447184779,0.5526022059576976,10.7,317.53581700396535,0.9019350742689383,0.6730354477032847
2163,2.675,296.15879338040463,0.7366919533762483,0.3001680171631514,5.35,303.23966914156523,0.7916236594824803,0.42657624163140484,8.024999999999999,310.3205449027255,0.8454972182528607,0.5500665410600061,10.7,317.40142066388603,0.8983544040065682,0.6707705925727094
2164,2.675,295.9896975127965,0.7317340540312088,0.29711248994250605,5.35,303.0830357587339,0.787143737006003,0.42381207459620535,8.024999999999999,310.176374004671,0.8414820873373683,0.5475804229344574,10.7,317.26971225060834,0.8947915364848563,0.6685501039302995
2165,2.675,295.8239835625406,0.7268014408899985,0.29411637922256095,5.35,302.9295350435592,0.7826866385921656,0.42110180460078134,8.024999999999999,310.0350865245776,0.8374873440785745,0.5451429057981875,10.7,317.14063800559614,0.8912466465028969,0.666373130556317
2166,2.675,295.6615838912898,0.7218943337400222,0.2911785619339191,5.35,302.779104342688,0.7782525646974767,0.41844440725203935,8.024999999999999,309.89662479408605,0.8335131711328363,0.5427530610558627,10.7,317.0141452454842,0.8877199003367997,0.6642388368682536
2167,2.675,295.50243221346403,0.7170129412268541,0.28829793498862955,5.35,302.6316822558343,0.773841705617543,0.4158388766017249,8.024999999999999,309.76093229820435,0.829559741937894,0.5404099770209415,10.7,316.89018234057454,0.8842114559495985,0.6621464026605671
2168,2.675,295.3464635691947,0.7121574611251762,0.2854734149728396,5.35,302.4872086107176,0.7694542417358595,0.4132842248540198,8.024999999999999,309.62795365224025,0.8256272209399215,0.5381127586401271,10.7,316.76869869376304,0.8807214631969756,0.6600950228476831
2169,2.675,295.1936142978108,0.7073280806045376,0.2827039378422835,5.35,302.3456244385032,0.7650903437677674,0.41077948207620424,8.024999999999999,309.49763457919545,0.8217157638160983,0.5358605272210448,10.7,316.64964471988776,0.877250064028873,0.6580839072102653
2170,2.675,295.0438220118546,0.7025249764900108,0.2799884586206302,5.35,302.2068719497331,0.76075017299965,0.4083236959124258,8.024999999999999,309.36992188761155,0.8178255176927736,0.5336524201631334,10.7,316.53297182549,0.8737973926870553,0.6561122801447647
2171,2.675,294.8970255716175,0.6977483155178197,0.27732595110078406,5.35,302.07089451073847,0.756433881523442,0.4059159313005928,8.024999999999999,309.2447634498593,0.8139566213592928,0.5314875906917949,10.7,316.4186323889802,0.8703635758986946,0.6541793804162284
2172,2.675,294.75316506018515,0.692998254586013,0.27471540754915896,5.35,301.9376366205237,0.7521416124665248,0.40355527019244297,8.024999999999999,309.12210818086214,0.8101092054775576,0.5293652075957848,10.7,316.3065797412006,0.8669487330660405,0.6522844609143815
2173,2.675,294.6121817589815,0.6882749410002581,0.27215583841297747,5.35,301.8070438881132,0.7478735002170767,0.401240811276784,8.024999999999999,309.0019060172449,0.8062833927873864,0.5272844549678746,10.7,316.1967681463766,0.8635529764522419,0.650426788412969
2174,2.675,294.47401812380184,0.6835785127148282,0.269646272030633,5.35,301.67906301035094,0.7436296706449541,0.3989716697059483,8.024999999999999,308.8841078969,0.8024792983077459,0.5252445319487783,10.7,316.0891527834491,0.8601764113633873,0.6486056433323544
2175,2.675,294.3386177613258,0.6789090985688567,0.2671857543451501,5.35,301.5536417501439,0.7394102413181706,0.39674697682546956,8.024999999999999,308.768665738962,0.7986970295339199,0.5232446524743464,10.7,315.98368972778013,0.8568191363268239,0.6468203195053622
2176,2.675,294.20592540609925,0.6742668185179312,0.26477334862078555,5.35,301.43072891514106,0.7352153217150456,0.39456587990699543,8.024999999999999,308.65553242418275,0.7949366866306836,0.5212840450260366,10.7,315.8803359332245,0.8534812432658234,0.6450701239463558
2177,2.675,294.0758868979773,0.6696517838610987,0.2624081351627702,5.35,301.31027433683823,0.7310450134320934,0.3924275418844542,8.024999999999999,308.54466177569907,0.7911983626215496,0.5193619523846471,10.7,315.77904921456,0.8501628176706534,0.6433543766235399
2178,2.675,293.94844916001773,0.6650640974633546,0.2600892110402458,5.35,301.19222885010146,0.7268994103877195,0.3903311410934794,8.024999999999999,308.43600854018507,0.7874821435741503,0.5174776313873247,10.7,315.6797882302688,0.8468639387661182,0.6416724102344686
2179,2.675,293.82356017681735,0.6605038539736866,0.2578156898124121,5.35,301.07654427309944,0.7227785990217945,0.388275871014099,8.024999999999999,308.32952836938136,0.7837881087818236,0.5156303526878238,10.7,315.5825124656634,0.8435846796756307,0.640023569984752
2180,2.675,293.701168973281,0.6559711400387433,0.2555867012578764,5.35,300.9631733876375,0.7186826584911714,0.3862609400166974,8.024999999999999,308.2251778019937,0.780116330941465,0.5138194005200227,10.7,315.4871822163501,0.8403251075818738,0.6384072133699324
2181,2.675,293.5812255938154,0.6514660345121985,0.25340139110725907,5.35,300.85206991988474,0.7146116608612156,0.384285571111239,8.024999999999999,308.12291424595384,0.7764668763277099,0.5120440724646833,10.7,315.3937585720231,0.8370852838841134,0.6368227099605309
2182,2.675,293.4636810819391,0.6469886086598796,0.2512589207790403,5.35,300.74318852148707,0.7105656712934125,0.3823490016997814,8.024999999999999,308.02269596103474,0.7728398049635093,0.5103036792194393,10.7,315.30220340058264,0.83386526435222,0.6352694411902187
2183,2.675,293.3484874603003,0.6425389263607294,0.24915846711866424,5.35,300.6364847510573,0.7065447482291181,0.3804504833322308,8.024999999999999,307.92448204181403,0.7692351707871609,0.5085975443720083,10.7,315.212479332571,0.8306650992774582,0.6337468001471213
2184,2.675,293.2355977110943,0.6381170443036701,0.24709922214091373,5.35,300.53191505603615,0.7025489435695191,0.3785892814653823,8.024999999999999,307.82823240097775,0.7656530218158563,0.5069250041766025,10.7,315.1245497459196,0.8274848336201016,0.6322541913682139
2185,2.675,293.12496575687237,0.6337230121804351,0.2450803927755484,5.35,300.42943675491546,0.6985783028518662,0.3767646752252045,8.024999999999999,307.7339077529582,0.7620934003058074,0.5052854073335342,10.7,315.0383787510012,0.8243245071539287,0.6307910306367929
2186,2.675,293.01654644173493,0.629356872874438,0.24310120061621893,5.35,300.32900801981714,0.6946328654220424,0.3749759571723689,8.024999999999999,307.64146959789906,0.7585563429090088,0.5036781147719923,10.7,314.95393117598115,0.8211841546076569,0.6293567447830007
2187,2.675,292.91029551290023,0.625018662645742,0.2411608816726449,5.35,300.2305878594208,0.690712664603533,0.37322243307102365,8.024999999999999,307.5508802059411,0.7550418808266968,0.5021024994359673,10.7,314.87117255246153,0.8180638058033699,0.6279507714873757
2188,2.675,292.8061696026422,0.6207084113121987,0.23925868612607093,5.35,300.1341361022324,0.6868177278628553,0.3715034216607853,8.024999999999999,307.46210260182227,0.7515500399595648,0.5005579460733159,10.7,314.7900691014123,0.8149634857919908,0.626572559087409
2189,2.675,292.7041262105894,0.616426142426817,0.23739387808797602,5.35,300.03961338018775,0.6829480769715128,0.3698182544319412,8.024999999999999,307.3751005497858,0.7480808410547903,0.4990438510279424,10.7,314.7105877193841,0.811883214985858,0.6252215663870735
2190,2.675,292.6041236863776,0.6121718734514303,0.23556573536204245,5.35,299.946981112584,0.6791037281645317,0.36816627540385427,8.024999999999999,307.2898385387901,0.7446342998499321,0.4975596220350572,10.7,314.6326959649964,0.8088230092884533,0.6238972624693068
2191,2.675,292.50612121265004,0.6079456159267218,0.23377354920937676,5.35,299.85620149033235,0.675284692295642,0.36654684090653467,8.024999999999999,307.20628176801426,0.7412104272137532,0.4961046780195189,10.7,314.55636204569646,0.8057828802213369,0.6225991265114132
2192,2.675,292.410078788397,0.6037473756386732,0.23201662411695892,5.35,299.7672374605257,0.6714909749891617,0.364959319365379,8.024999999999999,307.124396132654,0.7378092292840256,0.4946784488972199,10.7,314.48155480478255,0.8027628350483401,0.6213266476033689
2193,2.675,292.3159572126291,0.5995771527814973,0.23029427756933066,5.35,299.68005271131517,0.6677225767886408,0.36340309108905655,8.024999999999999,307.0441482100009,0.7344307076023703,0.4932803753794795,10.7,314.4082437086869,0.7997628768970647,0.6200793245689822
2194,2.675,292.2237180683765,0.5954349421171159,0.2286058398234754,5.35,299.5946116570889,0.663979493302326,0.3618775480605041,8.024999999999999,306.9655052458009,0.7310748592461881,0.4919099087804518,10.7,314.33639883451315,0.7967830048777419,0.6188566657899021
2195,2.675,292.13332370700897,0.591320733131244,0.22695065368691622,5.35,299.5108794239471,0.6602617153455003,0.36038209373102603,8.024999999999999,306.8884351408849,0.7277416769577328,0.4905665108274886,10.7,314.2659908578229,0.7938232141994978,0.6176581890324319
2196,2.675,292.0447372328688,0.5872345101861395,0.22532807429898027,5.35,299.4288218354681,0.6565692290797546,0.358916142817483,8.024999999999999,306.8129064380672,0.7244311492703808,0.48924965347444743,10.7,314.19699104066643,0.7908834962840741,0.6164834212771221
2197,2.675,291.9579224882114,0.5831762526700772,0.22373746891522986,5.35,299.34840539875876,0.6529020161492477,0.3574791211025163,8.024999999999999,306.7388883093059,0.7211432606321466,0.48795881871792235,10.7,314.1293712198531,0.7879638388770531,0.6153318985511089
2198,2.675,291.87284403844717,0.5791459351436066,0.22217821669504156,5.35,299.26959729078357,0.6492600538140078,0.35607046523781183,8.024999999999999,306.66635054311973,0.7178779915264982,0.48669349841635107,10.7,314.0631037954561,0.7850642261566327,0.6142031657631822
2199,2.675,291.78946715767825,0.5751435274826486,0.22064970849229704,5.35,299.19236534496787,0.6456433150803301,0.35468962255037373,8.024999999999999,306.5952635322573,0.7146353185905197,0.4854531941119948,10.7,313.99816171954694,0.7821846388399977,0.6130967765415284
2200,2.675,291.70775781452465,0.5711689950184913,0.21915134664918892,5.35,299.1166780380685,0.6420517688283249,0.353336050851768,8.024999999999999,306.5255982616122,0.7114152147304718,0.4842374168557288,10.7,313.934518485156,0.779325054287334,0.6120122930741404
2201,2.675,291.62768265823416,0.5672222986747368,0.2176825447930978,5.35,299.04250447730715,0.6384853799366659,0.35200921825032394,8.024999999999999,306.4573262963799,0.7082176492347994,0.4830456870346531,10.7,313.8721481154529,0.7764854466035297,0.6109492859518482
2202,2.675,291.5492090050695,0.5633033951012586,0.21624272763653135,5.35,298.969814387761,0.6349441094045932,0.35070860296625994,8.024999999999999,306.3904197704523,0.7050425878846335,0.481877534202463,10.7,313.8110251531438,0.7736657867376074,0.6099073340139483
2203,2.675,291.4723048249681,0.5594122368052197,0.21483133078009015,5.35,298.8985781000058,0.6314279144712206,0.3494336931497098,8.024999999999999,306.32485137504324,0.701889993061835,0.4807324969125591,10.7,313.75112465008095,0.7708660425799319,0.6088860241963945
2204,2.675,291.39693872846874,0.555548772279209,0.21344780051844622,5.35,298.8287665380057,0.6279367487321972,0.34818398670161305,8.024999999999999,306.2605943475424,0.6987598238546264,0.479610122553877,10.7,313.6924221570793,0.7680861790572341,0.6078849513825189
2205,2.675,291.32307995389937,0.5517129461265463,0.2120915936493031,5.35,298.7603512072456,0.6244705622537735,0.34695899109745415,8.024999999999999,306.19762246059156,0.6956520361608589,0.4785099671893853,10.7,313.63489371393774,0.7653261582254963,0.6069037182562591
2206,2.675,291.2506983548214,0.5479046991838104,0.21076217728530577,5.35,298.6933041831007,0.6210293016843207,0.34575822321380384,8.024999999999999,306.13591001137974,0.6925665827889577,0.47743159539724067,10.7,313.57851583965896,0.7625859393607374,0.6059419351578448
2207,2.675,291.17976438772496,0.5441239686406388,0.20945902866888513,5.35,298.62759809943867,0.6176129103633503,0.34458120915765256,8.024999999999999,306.07543181115216,0.6895034135565915,0.4763745801145553,10.7,313.52326552286576,0.7598654790477403,0.6049992199419317
