Year,25%_Emissions_GtC,25%_CO2_ppm,25%_Temp_C,25%_Forcing_Wm2,50%_Emissions_GtC,50%_CO2_ppm,50%_Temp_C,50%_Forcing_Wm2,75%_Emissions_GtC,75%_CO2_ppm,75%_Temp_C,75%_Forcing_Wm2,100%_Emissions_GtC,100%_CO2_ppm,100%_Temp_C,100%_Forcing_Wm2
2208,2.675,291.1102490999705,0.5403706881568541,0.20818163499000036,5.35,298.5632061374499,0.614221328428083,0.3434274840984901,8.024999999999999,306.0161631749291,0.68646247538711,0.47533850248375037,10.7,313.4691202124084,0.7571647312667612,0.6040751978381316
2209,2.675,291.04212411797107,0.5366447879769619,0.2069294932067559,5.35,298.50010201470093,0.6108544929176111,0.3422965921031033,8.024999999999999,305.9580799114305,0.6834437124037914,0.47432295170147126,10.7,313.41605780816025,0.7544836474782606,0.6031695013139226
2210,2.675,290.97536163561165,0.532946195042075,0.2057021098688584,5.35,298.4382599744069,0.6075123378747032,0.34118808597307587,8.024999999999999,305.9011583132019,0.6804470660219428,0.4733275248700143,10.7,313.36405665199703,0.7518221767056933,0.6022817699398949
2211,2.675,290.9099344028994,0.5292748330993073,0.2044990009438908,5.35,298.37765477491877,0.6041947944452934,0.3401015270849394,8.024999999999999,305.84537514693784,0.6774724750388957,0.47235182685125554,10.7,313.3130955189571,0.7491802656163984,0.6014116502573115
2212,2.675,290.8458157148414,0.5256306228086902,0.20331969164637317,5.35,298.3182616794204,0.6009017909757023,0.33903648523295643,8.024999999999999,305.7907076439991,0.6745198757219367,0.4713954701230304,10.7,313.26315360857797,0.7465578586006232,0.6005587956479439
2213,2.675,290.7829794005446,0.522013481847654,0.20216371626957214,5.35,298.260056445832,0.5976332531076304,0.33799253847450034,8.024999999999999,305.7371334911191,0.6715892018942142,0.4704580746379477,10.7,313.2142105364064,0.7439548978487209,0.5997228662061591
2214,2.675,290.7213998125337,0.5184233250131237,0.2010306180200434,5.35,298.20301531691536,0.5943891038709703,0.3369692729780048,8.024999999999999,305.6846308212967,0.6686803850186607,0.4695392676845973,10.7,313.1662463256783,0.7413713234265571,0.5989035286132123
2215,2.675,290.661051816283,0.5148600643212752,0.19991994885486164,5.35,298.14711501057707,0.5911692637744778,0.33596628287344465,8.024999999999999,305.6331782048708,0.6657933542799697,0.46863868375111906,10.7,313.1192413991647,0.7388070733491596,0.5981004560137382
2216,2.675,290.60191077995734,0.5113236091049936,0.1988312693215195,5.35,298.09233271036555,0.5879736508943437,0.3349831701053227,8.024999999999999,305.5827546407734,0.6629280366646655,0.467755964391115,10.7,313.0731765711814,0.7362620836526496,0.5973133278943856
2217,2.675,290.54395256435816,0.5078138661090825,0.19776414840045123,5.35,298.03864605615826,0.5848021809607094,0.33401954428812447,8.024999999999999,305.5333395479579,0.660084357039304,0.46689075809184344,10.7,313.0280330397578,0.7337362884644845,0.5965418299645706
2218,2.675,290.487153513071,0.5043307395832634,0.1967181633501643,5.35,297.9860331350351,0.5816547674421635,0.33307502256421845,8.024999999999999,305.4849127569987,0.657262238226841,0.4660427201447062,10.7,312.9837923789627,0.7312296200720504,0.5957856540393318
2219,2.675,290.4314904428096,0.5008741313730113,0.19569289955493852,5.35,297.9344724723344,0.578531321628262,0.3321492294641608,8.024999999999999,305.4374545018587,0.6544616010812047,0.4652115125179543,10.7,312.9404365313834,0.7287420089896346,0.5950444979242416
2220,2.675,290.37694063395344,0.49744394100826816,0.19468795037506015,5.35,297.8839430228877,0.5754317527101095,0.33124179676937454,8.024999999999999,305.3909454118216,0.6516823645601083,0.4643968037316082,10.7,312.89794780075573,0.7262733840238113,0.594318065302344
2221,2.675,290.32348182127436,0.49404006579007387,0.19370291699956554,5.35,297.83442416242997,0.5723559678590396,0.3303523633771806,8.024999999999999,305.3453665035851,0.6489244457961387,0.46359826873455534,10.7,312.8563088447406,0.723823672337274,0.5936060656230963
2222,2.675,290.2710921848489,0.49066240087515794,0.19273740830146277,5.35,297.78589567918135,0.569303872303434,0.3294805751681295,8.024999999999999,305.3006991735134,0.646187760166154,0.4628155887837886,10.7,312.8155026678458,0.721392799511144,0.5929082139932812
2223,2.675,290.2197503411519,0.48731083935853114,0.1917910406953868,5.35,297.73833776559775,0.5662753694037156,0.3286260848756307,8.024999999999999,305.25692519004315,0.6434722213590256,0.4620484513257597,10.7,312.7755126144889,0.7189806896057881,0.5922242310698548
2224,2.675,290.16943533432885,0.48398527235411615,0.19086343799767494,5.35,297.6917310102858,0.5632703607255526,0.32778855195781625,8.024999999999999,305.2140266862423,0.6407777414417581,0.4612965498798124,10.7,312.73632236219913,0.7165872652201738,0.5915538429547129
2225,2.675,290.12012662764226,0.48068558907345726,0.18995423128881656,5.35,297.6460563900801,0.5602887461113103,0.3269676424716341,8.024999999999999,305.17198615251743,0.638104230924019,0.460559583923671,10.7,312.69791591495516,0.7142124475497936,0.5908967810913288
2226,2.675,290.0718040950894,0.4774116769025464,0.1890630587782531,5.35,297.6012952622785,0.5573304237497847,0.3261630289491201,8.024999999999999,305.1307864294671,0.6354515988211109,0.45983725878094966,10.7,312.66027759665604,0.7118561564431869,0.5902527821632493
2227,2.675,290.0244480131876,0.4741634214768033,0.1881895656714917,5.35,297.5574293570329,0.554395290244253,0.3253743902758354,8.024999999999999,305.0904107008777,0.6328197527154186,0.45912928551065313,10.7,312.62339204472295,0.7095183104570881,0.5896215879944198
2228,2.675,289.97803905292386,0.4709407067542475,0.18733340403950685,5.35,297.51444076989225,0.5514832406788761,0.324601411571419,8.024999999999999,305.0508424868602,0.6302085988163615,0.4584353807986389,10.7,312.5872442038285,0.7071988269102304,0.5890029454512891
2229,2.675,289.9325582718654,0.4677434150868974,0.18649423269039095,5.35,297.4723119544944,0.5485941686834839,0.323843784072241,8.024999999999999,305.012065637123,0.6276180420188817,0.457755266851009,10.7,312.5518193197519,0.704897621935831,0.5883966063466928
2230,2.675,289.88798710642806,0.464571427290433,0.185671717043231,5.35,297.4310257154045,0.5457279664967797,0.323101205016118,8.024999999999999,304.97406432438055,0.6250479859604989,0.4570886712894091,10.7,312.5171029333569,0.7026146105327874,0.587802327345475
2231,2.675,289.8443073642995,0.46142462271215706,0.18486552900416858,5.35,297.39056520109636,0.5428845250279934,0.32237337752906126,8.024999999999999,304.93682303789296,0.6224983330769603,0.4564353270481936,10.7,312.4830808746898,0.7003497066156094,0.5872198698718151
2232,2.675,289.8015012170135,0.45830287929728925,0.18407534684462853,5.35,297.35091389707446,0.5400637339170165,0.3216600105140237,8.024999999999999,304.9003265771351,0.619968984656516,0.45579497227344506,10.7,312.449739257196,0.6981028230631147,0.5866490000182413
2233,2.675,289.7595511926732,0.45520607365362714,0.18330085508166696,5.35,297.312055619133,0.5372654815930487,0.32096081854163044,8.024999999999999,304.8645600455924,0.6174598408928464,0.4551673502237966,10.7,312.41706447205206,0.695873871765913,0.5860894884563014
2234,2.675,289.7184401688197,0.4521340811146078,0.18254174436041792,5.35,297.27397450675033,0.5344896553317898,0.32027552174283797,8.024999999999999,304.82950884468056,0.6149708009366724,0.45455220917305217,10.7,312.385043182611,0.6936627636727041,0.585541110348863
2235,2.675,289.67815136544334,0.4490867758008018,0.1817977113386144,5.35,297.2366550166153,0.5317361413112032,0.3196038457035232,8.024999999999999,304.79515866778695,0.6125017629460724,0.453949302314558,10.7,312.3536623189588,0.691469408835415,0.5850036452640137
2236,2.675,289.6386683381345,0.4460640306798732,0.18106845857313247,5.35,297.200081916283,0.5290048246658825,0.31894552136093846,8.024999999999999,304.7614954944312,0.6100526241355357,0.4533583876673085,10.7,312.32290907257965,0.6892937164532004,0.5844768770905416
2237,2.675,289.5999749713718,0.4430657176250357,0.18035369440855512,5.35,297.16424027795733,0.526295589540051,0.3183002849020371,8.024999999999999,304.7285055845426,0.6076232808237784,0.452779227983756,10.7,312.29277089112804,0.6871355949153303,0.5839605939549645
2238,2.675,289.56205547194435,0.44009170747203696,0.17965313286769746,5.35,297.1291154723982,0.5236083191392203,0.317667877663619,8.024999999999999,304.69617547285173,0.6052136284803457,0.45221159065929484,10.7,312.2632354733055,0.6849949518429885,0.5834545881400877
2239,2.675,289.52489436250545,0.4371418700747011,0.17896649354409308,5.35,297.09469316295025,0.5209428957805384,0.3170480460342695,8.024999999999999,304.6644919633947,0.6028235617710291,0.4516552476433893,10.7,312.2342907638394,0.682871694130005,0.582958656005055
2240,2.675,289.48847647525537,0.43421607435905996,0.17829350149638665,5.35,297.06095929969126,0.5182992009418526,0.3164405413580735,8.024999999999999,304.6334421241268,0.6004529746021215,0.45110997535233555,10.7,312.2059249485626,0.6807657279825445,0.5824725979068842
2241,2.675,289.45278694575023,0.4313141883761013,0.17763388714460882,5.35,297.02790011369746,0.5156771153095157,0.31584511984007374,8.024999999999999,304.6030132816443,0.598101760163535,0.4505755545836093,10.7,312.17812644959133,0.678676958957774,0.5819962181234435
2242,2.675,289.4178112068352,0.4284360793531646,0.17698738616832768,5.35,296.9955021114235,0.5130765188249619,0.31526154245343063,8.024999999999999,304.5731930160114,0.5957698109708061,0.45005177043178546,10.7,312.1508839205995,0.6766052920015303,0.5815293247778578
2243,2.675,289.3835349826985,0.4255816137440108,0.1763537394066091,5.35,296.96375206919504,0.5104972907300767,0.3146895748482851,8.024999999999999,304.5439691556912,0.5934570189060115,0.4495384122060029,10.7,312.1241862421875,0.6745506314850095,0.5810717297643198
2244,2.675,289.3499442830445,0.42275065727759603,0.17573269275978806,5.35,296.93263702781115,0.5079393096113888,0.3141289872622609,8.024999999999999,304.51532977257733,0.5911632752576186,0.4490352733489439,10.7,312.09802251734374,0.6725128812404995,0.580623248675273
2245,2.675,289.31702539738365,0.4199430750055742,0.17512399709301052,5.35,296.90214428725494,0.505402453443107,0.31357955443261853,8.024999999999999,304.4872631771258,0.5888884707592908,0.44854215135731274,10.7,312.07238206699685,0.6704919445961751,0.5801837007299502
2246,2.675,289.28476488943596,0.4171587313485578,0.1745274081415204,5.35,296.87226140150983,0.5028865996290273,0.31304105550999867,8.024999999999999,304.45975791358325,0.5866324956276745,0.4480588477037722,10.7,312.0472544256569,0.6684877244099776,0.5797529087042524
2247,2.675,289.25314959164723,0.41439749014116134,0.17394268641765614,5.35,296.84297617347966,0.500391625043335,0.3125132739737577,8.024999999999999,304.43280275531157,0.5843952395991843,0.4475851677603377,10.7,312.02262933714377,0.6665001231025961,0.5793306988619213
2248,2.675,289.2221665998143,0.41165921467585415,0.17336959711954683,5.35,296.8142766500101,0.49791740607032475,0.31199599754884516,8.024999999999999,304.40638670020536,0.5821765919658127,0.4471209207231747,10.7,311.9984967504009,0.6645290426895729,0.5789169008870081
2249,2.675,289.191803267818,0.408943767745648,0.17280791004146137,5.35,296.78615111700987,0.4954638186430611,0.3114890181242185,8.024999999999999,304.38049896620123,0.5799764416099827,0.4466659195387981,10.7,311.9748468153929,0.6625743848125497,0.5785113478176084
2250,2.675,289.1620472024616,0.4062510116856439,0.17225739948579497,5.35,296.7585880946697,0.4930307382810042,0.3109921316727549,8.024999999999999,304.3551289868772,0.5777946770384639,0.44621998083165054,10.7,311.95166987908505,0.6606360507696741,0.5781138759808255
2251,2.675,289.1328862584124,0.40358080841346317,0.17171784417666613,5.35,296.7315763327763,0.49061804012662097,0.3105051381726388,8.024999999999999,304.3302664071397,0.5756311864153739,0.44578292483301274,10.7,311.92895648150335,0.6587139415451853,0.5777243249289701
2252,2.675,289.10430853324414,0.400933019468586,0.17118902717509013,5.35,296.70510480612074,0.4882255989810051,0.31002784153020946,8.024999999999999,304.3059010789969,0.5734858575942844,0.4453545753112562,10.7,311.9066973518733,0.6568079578381951,0.5773425373769447
2253,2.675,289.07630236257927,0.39830750605062215,0.1706707357957169,5.35,296.6791627099983,0.4858532893385266,0.3095600495042274,8.024999999999999,304.28202305741695,0.57135857814945,0.4449347595033769,10.7,311.8848834048358,0.6549180000906847,0.576968359140822
2254,2.675,289.04885631532767,0.39570412905653557,0.17016276152508583,5.35,296.65373945579836,0.4835009854205323,0.30910157363155477,8.024999999999999,304.2586225962686,0.5692492354061812,0.4445233080478351,10.7,311.8635057367391,0.653043968514731,0.5766016390775618
2255,2.675,289.0219591890211,0.39312274911684647,0.16966489994140255,5.35,296.6288246666824,0.48116856120811785,0.30865222915420326,8.024999999999999,304.2356901443432,0.5671577164703786,0.4441200549186274,10.7,311.84255562200434,0.6511857631189827,0.5762422290258816
2256,2.675,288.9956000052407,0.390563226630833,0.1691769506357812,5.35,296.60440817334876,0.4788558904739914,0.3082118349477517,8.024999999999999,304.21321634145636,0.5650839082572473,0.44372483736061175,10.7,311.82202450956424,0.6493432837344001,0.5758899837482319
2257,2.675,288.9697680051359,0.38802542180075394,0.16869871713494586,5.35,296.5804800098818,0.4765628468134495,0.3077802134510886,8.024999999999999,304.19119201462723,0.5630276975192102,0.4433374958260372,10.7,311.80190401937296,0.6475164300392767,0.5755447608738802
2258,2.675,288.9444526450332,0.38550919466511424,0.16823000682536457,5.35,296.55703040968416,0.4742893036744837,0.3073571905974712,8.024999999999999,304.1696081743347,0.5609889708730366,0.4429578739122721,10.7,311.7821859389855,0.6457051015835574,0.575206420843059
2259,2.675,288.91964359213256,0.38301440513099383,0.16777063087879118,5.35,296.5340498014905,0.47203513438703776,0.30694259574686505,8.024999999999999,304.148456010848,0.5589676148262038,0.4425858183007038,10.7,311.76286222020576,0.6439091978124692,0.5748748268521845
2260,2.675,288.8953307202899,0.38054091300546106,0.1673204041791812,5.35,296.51152880546067,0.4698002121914341,0.3065362616195614,8.024999999999999,304.12772689063104,0.5569635158025104,0.4422211786967831,10.7,311.74392497580163,0.6421286180894805,0.5745498448001073
2261,2.675,288.8715041058841,0.37808857802609,0.16687914525097838,5.35,296.48945822935144,0.4675844102659875,0.3061380242310221,8.024999999999999,304.1074123528184,0.5549765601669545,0.44186380777121265,10.7,311.7253664762856,0.6403632617186024,0.5742313432353912
2262,2.675,288.8481540237664,0.3756572598906026,0.16644667618872758,5.35,296.46782906476443,0.46538760175382465,0.30574772282796564,8.024999999999999,304.08750410576204,0.5530066342498977,0.44151356110223416,10.7,311.7071791467599,0.6386130279660481,0.5739191933045824
2263,2.675,288.8252709432911,0.37324681828565337,0.1660228225880048,5.35,296.44663248346916,0.4632096597889267,0.30536519982563654,8.024999999999999,304.0679940236468,0.5510536243705259,0.44117029711901506,10.7,311.68935556382473,0.6368778160812645,0.5736132687014771
2264,2.675,288.80284552442527,0.3708571129147777,0.16560741347763686,5.35,296.4258598337998,0.46105045752141255,0.30499030074626626,8.024999999999999,304.04887414317386,0.5491174168596268,0.4408338770461024,10.7,311.6718884525482,0.6351575253173493,0.5733134456173481
2265,2.675,288.7808686139368,0.36848800352552064,0.1652002812531929,5.35,296.4055026371238,0.45890986814207974,0.3046228741586934,8.024999999999999,304.0301366603104,0.5471978980816976,0.44050416484893673,10.7,311.65477068349725,0.6334520549508686,0.5730196026921232
2266,2.675,288.75933124165806,0.36613934993576575,0.16480126161170808,5.35,296.3855525843813,0.4567877649062193,0.30426277161911436,8.024999999999999,304.0117739271042,0.5452949544563973,0.44018102718038893,10.7,311.6379952698273,0.6317613043010882,0.572731620966493
2267,2.675,288.7382246168249,0.36381101205928096,0.16441019348765365,5.35,296.36600153269364,0.45468402115672163,0.3039098476129592,8.024999999999999,303.99377844856207,0.5434084724793603,0.4398643333283269,10.7,311.6215553644307,0.630085172748631,0.5724493838349396
2268,2.675,288.7175401244884,0.3615028499304997,0.16402691899009206,5.35,296.34684150203975,0.45259851034648846,0.3035639594978674,8.024999999999999,303.97614287959084,0.5415383387423843,0.43955395516416956,10.7,311.6054442571421,0.6284235597535743,0.57217277699966
2269,2.675,288.6972693219986,0.35921472372855434,0.1636512833410205,5.35,296.32806467199896,0.4505311060601674,0.30322496744773897,8.024999999999999,303.95886002199904,0.5396844399530071,0.43924976709241875,10.7,311.58965537199924,0.626776364873001,0.5719016884253667
2270,2.675,288.67740393555863,0.35694649380057863,0.16328313481487944,5.35,296.309663378559,0.4484816820352239,0.30289273439784653,8.024999999999999,303.94192282155905,0.5378466629534865,0.43895164600116654,10.7,311.5741822645593,0.625143487778014,0.5716360082949705
2271,2.675,288.6579358568475,0.354698020684296,0.16292232467919077,5.35,296.2916301109878,0.44645011218236624,0.30256712599099517,8.024999999999999,303.9253243651279,0.5360248947391965,0.4386594712135311,10.7,311.5590186192681,0.6235248282702291,0.5713756289660921
2272,2.675,288.6388571397105,0.3524691651299098,0.16256870713633131,5.35,296.27395750876804,0.4444362706053374,0.30224801052469424,8.024999999999999,303.9090578778253,0.5342190224764534,0.4383731244400283,10.7,311.5441582468827,0.6219202862977573,0.5711204449284292
2273,2.675,288.6201599969163,0.3502597881213112,0.16222213926639986,5.35,296.2566383585927,0.4424400316200895,0.30193525889934136,8.024999999999999,303.89311672026884,0.5324289335197849,0.4380924897318583,10.7,311.52959508194505,0.6203297619706872,0.5708703527619254
2274,2.675,288.601836796978,0.348069750896621,0.1618824809711602,5.35,296.2396655914208,0.4404612697733539,0.30162874456739003,8.024999999999999,303.8774943858635,0.5306545154286553,0.4378174534350725,10.7,311.51532318030615,0.6187531555760811,0.5706252510957583
2275,2.675,288.5838800610384,0.34589891496807956,0.16154959491905654,5.35,296.2230322795924,0.4384998598606217,0.3013283434834901,8.024999999999999,303.86218449814623,0.5288956559836576,0.4375479041456291,10.7,311.50133671670005,0.6171903675924941,0.570385040568106
2276,2.675,288.56628245981767,0.3437471421413009,0.16122334649126835,5.35,296.20673163400056,0.43655567694354713,0.3010339340555701,8.024999999999999,303.8471808081833,0.5271522432021885,0.4372837326653114,10.7,311.48762998236606,0.6156412987040288,0.5701496237866905
2277,2.675,288.5490368106213,0.34161429453390507,0.16090360372878298,5.35,296.19075700132055,0.4346285963667889,0.300745397096861,8.024999999999999,303.8324771920196,0.5254241653536137,0.43702483195848196,10.7,311.4741973827187,0.6141058498139352,0.5699189052900907
2278,2.675,288.53213607440887,0.33950023459354295,0.16059023728048794,5.35,296.17510186129414,0.43271849377430077,0.30046261577883676,8.024999999999999,303.81806764817924,0.5237113109739397,0.43677109710967715,10.7,311.46103343506434,0.6125839220577671,0.5696927915097899
2279,2.675,288.5155733529207,0.3374048251153284,0.1602831203522394,5.35,296.15975982406826,0.4308252451250852,0.3001854755850506,8.024999999999999,303.80394629521567,0.5220135688800004,0.43652242528201163,10.7,311.4481327663631,0.6110754168161053,0.5694711907329623
2280,2.675,288.4993418858623,0.33532792925869054,0.15998212865690567,5.35,296.14472462758687,0.4289487267084224,0.2999138642658583,8.024999999999999,303.79010736931133,0.520330828183171,0.43627871567638116,10.7,311.4354901110358,0.6095802357268576,0.5692540130659761
2281,2.675,288.48343504814505,0.3332694105636606,0.1596871403653622,5.35,296.12999013503514,0.4270888151585869,0.29964767179400986,8.024999999999999,303.7765452219251,0.5186629783026214,0.4360398694914606,10.7,311.4231003088151,0.6080982806971453,0.5690411703986062
2282,2.675,288.46784634718216,0.33122913296660583,0.15939803605842634,5.35,296.11555033233446,0.4252453874690639,0.29938679032108895,8.024999999999999,303.7632543174866,0.5170099089781178,0.4358057898844572,10.7,311.4109583026388,0.6066294539147868,0.5688325763689345
2283,2.675,288.4525694202385,0.32920696081542383,0.15911469867970357,5.35,296.1013993256878,0.42341832100627697,0.2991311141347937,8.024999999999999,303.75022923113687,0.515371510282385,0.43557638193263826,10.7,311.399059136586,0.605173657859387,0.568628146328929
2284,2.675,288.4375980318337,0.3272027588842102,0.15883701348934096,5.35,296.08753133917406,0.42160749352283877,0.2988805396170338,8.024999999999999,303.7374646465141,0.5137476726330389,0.43535155259558345,10.7,311.3873979538543,0.6037307953130421,0.5684277973107013
2285,2.675,288.422926071197,0.3252163923874113,0.15856486801866443,5.35,296.0739407123906,0.4198127831703361,0.2986349652028374,8.024999999999999,303.7249553535838,0.5121382868040991,0.43513121067818045,10.7,311.3759699947772,0.6023007693706689,0.5682314479933979
2286,2.675,288.40854754977306,0.32324772699347515,0.15829815202568645,5.35,296.06062189814276,0.41803406851166014,0.2983942913400467,8.024999999999999,303.71269624651217,0.5105432439370933,0.43491526679432824,10.7,311.3647705948817,0.6008834834499683,0.5680390186707528
2287,2.675,288.3944565987776,0.3212966288380117,0.15803675745146034,5.35,296.0475694601799,0.41627122853289317,0.29815842044978697,8.024999999999999,303.70068232158195,0.5089624355517602,0.434703633331343,10.7,311.3537951829841,0.5994788413010302,0.5678504312192609
2288,2.675,288.38064746680203,0.31936296453647445,0.15778057837728499,5.35,296.0347780709763,0.41452414265476184,0.2979272568877076,8.024999999999999,303.6889086751503,0.5073957535563647,0.434496224415052,10.7,311.3430392793244,0.59808674701559,0.5676656090669695
2289,2.675,288.367114517466,0.317446601196375,0.1575295109827217,5.35,296.02224250955675,0.4127926907436679,0.2977007069059552,8.024999999999999,303.67737050164726,0.50584309025763,0.4342929558755732,10.7,311.3324984937379,0.5967071050359439,0.5674844771628812
2290,2.675,288.3538522271167,0.31554740642904167,0.15728345350441628,5.35,296.0099576593656,0.41107675312230607,0.2974786786158945,8.024999999999999,303.6660630916143,0.5043043383703002,0.4340937452137398,10.7,311.3221685238631,0.5953398201635327,0.5673069619469441
2291,2.675,288.3408551825744,0.31366524836093285,0.15704230619572873,5.35,295.99791850617834,0.40937621057987933,0.2972610819515464,8.024999999999999,303.65498182978206,0.5027793910263393,0.4338985115681909,10.7,311.31204515338584,0.5939847975671998,0.5671329913206322
2292,2.675,288.3281180789229,0.3117999956445164,0.1568059712871205,5.35,295.98612013605475,0.40769094438192155,0.2970478286337229,8.024999999999999,303.64412219318643,0.5012681417837767,0.4337071756830962,10.7,311.3021242503181,0.592641942791134,0.5669624946180993
2293,2.675,288.31563571734443,0.3099515174687252,0.15657435294732067,5.35,295.97455773333365,0.40602083627973645,0.29683883213487233,8.024999999999999,303.6334797493227,0.49977048463520785,0.43351965987650337,10.7,311.29240176531175,0.5913111617625029,0.5667954025778871
2294,2.675,288.3034030029975,0.30811968356899927,0.15634735724523208,5.35,295.963226578667,0.4043657685194628,0.29663400764459485,8.024999999999999,303.6230501543362,0.4982863140159583,0.4333358880093101,10.7,311.2828737300055,0.5899923607987848,0.5666316473151947
2295,2.675,288.2914149429376,0.3063043642369248,0.1561248921125819,5.35,295.95212204709367,0.40272562385077487,0.29643327203582126,8.024999999999999,303.6128291512495,0.49681552481191893,0.4331557854548246,10.7,311.2735362554054,0.5886854466148079,0.5664711622946795
2296,2.675,288.2796666440788,0.30450543032947947,0.15590686730727957,5.35,295.9412396061518,0.40110028553522653,0.29623654383166353,8.024999999999999,303.6028125682245,0.49535801236706134,0.4329792790689319,10.7,311.2643855302973,0.5873903263295014,0.5663138823037945
2297,2.675,288.26815331119724,0.3027227532778941,0.15569319437749737,5.35,295.9305748140288,0.3994896373542491,0.29604374317289195,8.024999999999999,303.59299631686,0.4939136724906407,0.4328062971608354,10.7,311.2554178196914,0.5861069074723684,0.5661597434266481
2298,2.675,288.2568702449733,0.30095620509614035,0.15548378662643972,5.35,295.9201233177482,0.3978935636168097,0.2958547917860533,8.024999999999999,303.5833763905228,0.492482401464094,0.4326367694643639,10.7,311.24662946329755,0.5848350979896855,0.5660086830183637
2299,2.675,288.2458128400738,0.29920565838905294,0.15527855907779028,5.35,295.90988085139327,0.39631194916674056,0.29566961295220323,8.024999999999999,303.57394886271237,0.491064096047641,0.43247062710984707,10.7,311.2380168740316,0.5835748062504369,0.565860639679955
2300,2.675,288.2349765832723,0.2974709863600963,0.15507742844184091,5.35,295.8998432343654,0.3947446793897455,0.29548813147625413,8.024999999999999,303.5647098854581,0.4896586534865959,0.43230780259652735,10.7,311.22957653655095,0.5823259410519894,0.5657155532336816
